,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2,coco_label,category,supercategory
9680,20517,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,9680,False,True,True,29129,29225,29587,29129,29225,29587,29129,29225,29587,29129,29225,29587,29129,29225,29587,29129,29225,29587,29129,29225,29587,29129,29225,29587,3,car,vehicle
9722,544926,train2017,"(0, 0, 0.12578125, 0.12578125)",0.0,9722,False,True,True,4356,7664,27315,4356,7664,27315,4356,7664,27315,4356,7664,27315,4356,7664,27315,4356,7664,27315,4356,7664,27315,4356,7664,27315,1,person,person
9804,545160,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0833333333333333,9804,False,True,True,13544,27149,27406,13544,27149,27406,13544,27149,27406,13544,27149,27406,13544,27149,27406,13544,27149,27406,13544,27149,27406,13544,27149,27406,44,bottle,kitchen
9847,571485,train2017,"(0, 0, 0.1046875, 0.1046875)",0.0,9847,False,True,True,3876,13293,29689,3876,13293,29689,3876,13293,29689,3876,13293,29689,3876,13293,29689,3876,13293,29689,3876,13293,29689,3876,13293,29689,1,person,person
9865,21095,train2017,"(0, 0, 0.125, 0.125)",0.1,9865,False,True,True,16894,18237,28462,16894,18237,28462,16894,18237,28462,16894,18237,28462,16894,18237,28462,16894,18237,28462,16894,18237,28462,16894,18237,28462,56,broccoli,food
9917,283426,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,9917,False,True,True,357,625,18197,357,625,18197,357,625,18197,357,625,18197,357,625,18197,357,625,18197,357,625,18197,357,625,18197,5,airplane,vehicle
9978,396793,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,9978,False,True,True,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,11004,24354,24476,1,person,person
10006,283678,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,10006,False,True,True,13295,13311,13510,13295,13311,13510,13295,13311,13510,13295,13311,13510,13295,13311,13510,13295,13311,13510,13295,13311,13510,13295,13311,13510,1,person,person
10046,545950,train2017,"(0, 0.284375, 0, 0)",0.0,10046,False,True,True,10456,10550,11170,10456,10550,11170,10456,10550,11170,10456,10550,11170,10456,10550,11170,10456,10550,11170,10456,10550,11170,10456,10550,11170,1,person,person
10064,21718,train2017,"(0, 0, 0.165625, 0.165625)",0.0,10064,False,True,True,4223,4310,14660,4223,4310,14660,4223,4310,14660,4223,4310,14660,4223,4310,14660,4223,4310,14660,4223,4310,14660,4223,4310,14660,50,spoon,kitchen
10105,546140,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,10105,False,True,True,13606,22193,22292,13606,22193,22292,13606,22193,22292,13606,22193,22292,13606,22193,22292,13606,22193,22292,13606,22193,22292,13606,22193,22292,5,airplane,vehicle
10107,546147,train2017,"(0, 0, 0.16640625, 0.16640625)",0.1111111111111111,10107,False,True,True,2969,3480,8770,2969,3480,8770,2969,3480,8770,2969,3480,8770,2969,3480,8770,2969,3480,8770,2969,3480,8770,2969,3480,8770,1,person,person
10244,22256,train2017,"(0.165625, 0.165625, 0, 0)",0.1333333333333333,10244,False,True,True,5245,12052,12207,5245,12052,12207,5245,12052,12207,5245,12052,12207,5245,12052,12207,5245,12052,12207,5245,12052,12207,5245,12052,12207,31,handbag,accessory
10393,122964,train2017,"(0.125, 0.125, 0, 0)",0.0,10393,False,True,True,27078,27257,28330,27078,27257,28330,27078,27257,28330,27078,27257,28330,27078,27257,28330,27078,27257,28330,27078,27257,28330,27078,27257,28330,46,wine glass,kitchen
10471,22964,train2017,"(0, 0, 0.14921875, 0.14921875)",0.0,10471,False,True,True,4052,4249,15336,4052,4249,15336,4052,4249,15336,4052,4249,15336,4052,4249,15336,4052,4249,15336,4052,4249,15336,4052,4249,15336,1,person,person
10507,547367,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,10507,False,True,True,3049,21733,23749,3049,21733,23749,3049,21733,23749,3049,21733,23749,3049,21733,23749,3049,21733,23749,3049,21733,23749,3049,21733,23749,56,broccoli,food
10586,285450,train2017,"(0.125, 0.125, 0, 0)",0.0,10586,False,True,True,26130,26164,26236,26130,26164,26236,26130,26164,26236,26130,26164,26236,26130,26164,26236,26130,26164,26236,26130,26164,26236,26130,26164,26236,81,sink,appliance
10600,547644,train2017,"(0, 0, 0.125, 0.125)",0.0,10600,False,True,True,5053,24165,24187,5053,24165,24187,5053,24165,24187,5053,24165,24187,5053,24165,24187,5053,24165,24187,5053,24165,24187,5053,24165,24187,78,microwave,appliance
10610,23392,train2017,"(0, 0, 0.11171875, 0.11171875)",0.0,10610,False,True,True,4033,13823,29228,4033,13823,29228,4033,13823,29228,4033,13823,29228,4033,13823,29228,4033,13823,29228,4033,13823,29228,4033,13823,29228,1,person,person
10907,548593,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,10907,False,True,True,8994,27390,27405,8994,27390,27405,8994,27390,27405,8994,27390,27405,8994,27390,27405,8994,27390,27405,8994,27390,27405,8994,27390,27405,81,sink,appliance
11159,549301,train2017,"(0, 0.25, 0, 0)",0.0,11159,False,True,True,702,2319,2420,702,2319,2420,702,2319,2420,702,2319,2420,702,2319,2420,702,2319,2420,702,2319,2420,702,2319,2420,1,person,person
11333,549830,train2017,"(0, 0, 0.125, 0.125)",0.0,11333,False,True,True,1773,21929,22088,1773,21929,22088,1773,21929,22088,1773,21929,22088,1773,21929,22088,1773,21929,22088,1773,21929,22088,1773,21929,22088,1,person,person
11487,26029,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0555555555555555,11487,False,True,True,16906,17176,24456,16906,17176,24456,16906,17176,24456,16906,17176,24456,16906,17176,24456,16906,17176,24456,16906,17176,24456,16906,17176,24456,1,person,person
11521,550396,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,11521,False,True,True,2146,11926,12044,2146,11926,12044,2146,11926,12044,2146,11926,12044,2146,11926,12044,2146,11926,12044,2146,11926,12044,2146,11926,12044,1,person,person
11566,288372,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,11566,False,True,True,4090,23129,24636,4090,23129,24636,4090,23129,24636,4090,23129,24636,4090,23129,24636,4090,23129,24636,4090,23129,24636,4090,23129,24636,24,zebra,animal
11617,26388,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,11617,False,True,True,1425,7909,16445,1425,7909,16445,1425,7909,16445,1425,7909,16445,1425,7909,16445,1425,7909,16445,1425,7909,16445,1425,7909,16445,1,person,person
11635,26443,train2017,"(0, 0, 0.09296875, 0.09296875)",0.0,11635,False,True,True,12903,12908,13085,12903,12908,13085,12903,12908,13085,12903,12908,13085,12903,12908,13085,12903,12908,13085,12903,12908,13085,12903,12908,13085,1,person,person
11689,288751,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,11689,False,True,True,4190,4308,16148,4190,4308,16148,4190,4308,16148,4190,4308,16148,4190,4308,16148,4190,4308,16148,4190,4308,16148,4190,4308,16148,9,boat,vehicle
11725,26702,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,11725,False,True,True,13941,14256,14293,13941,14256,14293,13941,14256,14293,13941,14256,14293,13941,14256,14293,13941,14256,14293,13941,14256,14293,13941,14256,14293,25,giraffe,animal
11796,551164,train2017,"(0.16796875, 0.16796875, 0, 0)",0.0,11796,False,True,True,7190,10477,16134,7190,10477,16134,7190,10477,16134,7190,10477,16134,7190,10477,16134,7190,10477,16134,7190,10477,16134,7190,10477,16134,64,potted plant,furniture
11827,26981,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,11827,False,True,True,23088,25385,28998,23088,25385,28998,23088,25385,28998,23088,25385,28998,23088,25385,28998,23088,25385,28998,23088,25385,28998,23088,25385,28998,56,broccoli,food
11837,27002,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,11837,False,True,True,1391,7820,18921,1391,7820,18921,1391,7820,18921,1391,7820,18921,1391,7820,18921,1391,7820,18921,1391,7820,18921,1391,7820,18921,4,motorcycle,vehicle
11844,27030,train2017,"(0.125, 0.125, 0, 0)",0.0,11844,False,True,True,2976,14610,14869,2976,14610,14869,2976,14610,14869,2976,14610,14869,2976,14610,14869,2976,14610,14869,2976,14610,14869,2976,14610,14869,65,bed,furniture
11932,354070,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0555555555555555,11932,False,True,True,1405,6701,12719,1405,6701,12719,1405,6701,12719,1405,6701,12719,1405,6701,12719,1405,6701,12719,1405,6701,12719,1405,6701,12719,1,person,person
11942,27298,train2017,"(0, 0, 0.125, 0.125)",0.0,11942,False,True,True,505,6945,7656,505,6945,7656,505,6945,7656,505,6945,7656,505,6945,7656,505,6945,7656,505,6945,7656,505,6945,7656,44,bottle,kitchen
11952,289460,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,11952,False,True,True,9592,11455,13911,9592,11455,13911,9592,11455,13911,9592,11455,13911,9592,11455,13911,9592,11455,13911,9592,11455,13911,9592,11455,13911,2,bicycle,vehicle
12065,289791,train2017,"(0, 0, 0.125, 0.125)",0.0,12065,False,True,True,24201,24298,24349,24201,24298,24349,24201,24298,24349,24201,24298,24349,24201,24298,24349,24201,24298,24349,24201,24298,24349,24201,24298,24349,1,person,person
12075,27665,train2017,"(0, 0, 0.125, 0.125)",0.0,12075,False,True,True,4186,23995,28828,4186,23995,28828,4186,23995,28828,4186,23995,28828,4186,23995,28828,4186,23995,28828,4186,23995,28828,4186,23995,28828,1,person,person
12214,290192,train2017,"(0, 0, 0.165625, 0.165625)",0.0,12214,False,True,True,24643,25754,25845,24643,25754,25845,24643,25754,25845,24643,25754,25845,24643,25754,25845,24643,25754,25845,24643,25754,25845,24643,25754,25845,5,airplane,vehicle
12308,552589,train2017,"(0.03515625, 0.03515625, 0, 0)",0.0,12308,False,True,True,2362,7899,8255,2362,7899,8255,2362,7899,8255,2362,7899,8255,2362,7899,8255,2362,7899,8255,2362,7899,8255,2362,7899,8255,25,giraffe,animal
12487,553150,train2017,"(0, 0, 0.125, 0.125)",0.0,12487,False,True,True,13273,22964,26849,13273,22964,26849,13273,22964,26849,13273,22964,26849,13273,22964,26849,13273,22964,26849,13273,22964,26849,13273,22964,26849,5,airplane,vehicle
12495,553166,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,12495,False,True,True,29719,29920,29954,29719,29920,29954,29719,29920,29954,29719,29920,29954,29719,29920,29954,29719,29920,29954,29719,29920,29954,29719,29920,29954,1,person,person
12634,553586,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,12634,False,True,True,5925,11118,28607,5925,11118,28607,5925,11118,28607,5925,11118,28607,5925,11118,28607,5925,11118,28607,5925,11118,28607,5925,11118,28607,51,bowl,kitchen
12685,291560,train2017,"(0, 0, 0.07734375, 0.07734375)",0.0,12685,False,True,True,1784,19839,23595,1784,19839,23595,1784,19839,23595,1784,19839,23595,1784,19839,23595,1784,19839,23595,1784,19839,23595,1784,19839,23595,11,fire hydrant,outdoor
12796,29730,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0,12796,False,True,True,1159,1196,19266,1159,1196,19266,1159,1196,19266,1159,1196,19266,1159,1196,19266,1159,1196,19266,1159,1196,19266,1159,1196,19266,1,person,person
12798,29732,train2017,"(0, 0, 0.125, 0.125)",0.0,12798,False,True,True,9899,11476,29371,9899,11476,29371,9899,11476,29371,9899,11476,29371,9899,11476,29371,9899,11476,29371,9899,11476,29371,9899,11476,29371,24,zebra,animal
12922,30109,train2017,"(0, 0, 0.1265625, 0.1265625)",0.0526315789473684,12922,False,True,True,1819,14786,15801,1819,14786,15801,1819,14786,15801,1819,14786,15801,1819,14786,15801,1819,14786,15801,1819,14786,15801,1819,14786,15801,1,person,person
12937,30148,train2017,"(0, 0, 0.10625, 0.10625)",0.0,12937,False,True,True,22000,22259,28343,22000,22259,28343,22000,22259,28343,22000,22259,28343,22000,22259,28343,22000,22259,28343,22000,22259,28343,22000,22259,28343,72,tv,electronic
13138,292845,train2017,"(0, 0.3140625, 0, 0)",0.0,13138,False,True,True,828,5230,5528,828,5230,5528,828,5230,5528,828,5230,5528,828,5230,5528,828,5230,5528,828,5230,5528,828,5230,5528,1,person,person
13230,293130,train2017,"(0, 0, 0.165625, 0.165625)",0.0,13230,False,True,True,7712,15346,23160,7712,15346,23160,7712,15346,23160,7712,15346,23160,7712,15346,23160,7712,15346,23160,7712,15346,23160,7712,15346,23160,18,dog,animal
13312,293368,train2017,"(0, 0, 0.1671875, 0.1671875)",0.1,13312,False,True,True,8505,10086,10411,8505,10086,10411,8505,10086,10411,8505,10086,10411,8505,10086,10411,8505,10086,10411,8505,10086,10411,8505,10086,10411,62,chair,furniture
13314,293372,train2017,"(0, 0, 0.08984375, 0.08984375)",0.0,13314,False,True,True,9647,10105,13212,9647,10105,13212,9647,10105,13212,9647,10105,13212,9647,10105,13212,9647,10105,13212,9647,10105,13212,9647,10105,13212,1,person,person
13613,32134,train2017,"(0, 0.3328125, 0, 0)",0.0,13613,False,True,True,2669,5364,22266,2669,5364,22266,2669,5364,22266,2669,5364,22266,2669,5364,22266,2669,5364,22266,2669,5364,22266,2669,5364,22266,1,person,person
13653,556542,train2017,"(0, 0, 0.0, 0.0)",0.0,13653,False,True,True,13341,20764,27281,13341,20764,27281,13341,20764,27281,13341,20764,27281,13341,20764,27281,13341,20764,27281,13341,20764,27281,13341,20764,27281,1,person,person
13662,32275,train2017,"(0, 0, 0.125, 0.125)",0.0,13662,False,True,True,2066,22377,28387,2066,22377,28387,2066,22377,28387,2066,22377,28387,2066,22377,28387,2066,22377,28387,2066,22377,28387,2066,22377,28387,81,sink,appliance
13720,556748,train2017,"(0, 0, 0.11796875, 0.11796875)",0.0,13720,False,True,True,8052,8647,22845,8052,8647,22845,8052,8647,22845,8052,8647,22845,8052,8647,22845,8052,8647,22845,8052,8647,22845,8052,8647,22845,1,person,person
13846,32809,train2017,"(0, 0, 0.165625, 0.165625)",0.0,13846,False,True,True,11647,23002,23014,11647,23002,23014,11647,23002,23014,11647,23002,23014,11647,23002,23014,11647,23002,23014,11647,23002,23014,11647,23002,23014,1,person,person
14110,557848,train2017,"(0.14296875, 0.14296875, 0, 0)",0.0,14110,False,True,True,20045,25148,25612,20045,25148,25612,20045,25148,25612,20045,25148,25612,20045,25148,25612,20045,25148,25612,20045,25148,25612,20045,25148,25612,15,bench,outdoor
14121,557886,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,14121,False,True,True,667,10243,26914,667,10243,26914,667,10243,26914,667,10243,26914,667,10243,26914,667,10243,26914,667,10243,26914,667,10243,26914,1,person,person
14165,33727,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,14165,False,True,True,13938,25381,25696,13938,25381,25696,13938,25381,25696,13938,25381,25696,13938,25381,25696,13938,25381,25696,13938,25381,25696,13938,25381,25696,85,clock,indoor
14179,33764,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0555555555555555,14179,False,True,True,14460,17995,22110,14460,17995,22110,14460,17995,22110,14460,17995,22110,14460,17995,22110,14460,17995,22110,14460,17995,22110,14460,17995,22110,1,person,person
14443,558822,train2017,"(0, 0, 0.125, 0.125)",0.0,14443,False,True,True,13862,25925,26669,13862,25925,26669,13862,25925,26669,13862,25925,26669,13862,25925,26669,13862,25925,26669,13862,25925,26669,13862,25925,26669,20,sheep,animal
14528,559816,train2017,"(0.1125, 0.1125, 0, 0)",0.0,14528,False,True,True,601,725,846,601,725,846,601,725,846,601,725,846,601,725,846,601,725,846,601,725,846,601,725,846,85,clock,indoor
14567,559145,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,14567,False,True,True,21281,24448,28078,21281,24448,28078,21281,24448,28078,21281,24448,28078,21281,24448,28078,21281,24448,28078,21281,24448,28078,21281,24448,28078,1,person,person
14594,559225,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,14594,False,True,True,753,871,3823,753,871,3823,753,871,3823,753,871,3823,753,871,3823,753,871,3823,753,871,3823,753,871,3823,16,bird,animal
14610,297154,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,14610,False,True,True,15982,16430,21312,15982,16430,21312,15982,16430,21312,15982,16430,21312,15982,16430,21312,15982,16430,21312,15982,16430,21312,15982,16430,21312,5,airplane,vehicle
14644,573830,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,14644,False,True,True,1225,3048,27832,1225,3048,27832,1225,3048,27832,1225,3048,27832,1225,3048,27832,1225,3048,27832,1225,3048,27832,1225,3048,27832,56,broccoli,food
14793,355458,train2017,"(0, 0.178125, 0, 0)",0.0,14793,False,True,True,1186,12003,18828,1186,12003,18828,1186,12003,18828,1186,12003,18828,1186,12003,18828,1186,12003,18828,1186,12003,18828,1186,12003,18828,1,person,person
14808,559958,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,14808,False,True,True,12227,17959,26559,12227,17959,26559,12227,17959,26559,12227,17959,26559,12227,17959,26559,12227,17959,26559,12227,17959,26559,12227,17959,26559,87,scissors,indoor
14820,297844,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,14820,False,True,True,8701,13434,14685,8701,13434,14685,8701,13434,14685,8701,13434,14685,8701,13434,14685,8701,13434,14685,8701,13434,14685,8701,13434,14685,1,person,person
14898,35927,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,14898,False,True,True,9519,10134,16090,9519,10134,16090,9519,10134,16090,9519,10134,16090,9519,10134,16090,9519,10134,16090,9519,10134,16090,9519,10134,16090,16,bird,animal
14931,298170,train2017,"(0, 0, 0.03828125, 0.03828125)",0.0,14931,False,True,True,11162,13439,24670,11162,13439,24670,11162,13439,24670,11162,13439,24670,11162,13439,24670,11162,13439,24670,11162,13439,24670,11162,13439,24670,7,train,vehicle
15003,298395,train2017,"(0.125, 0.125, 0, 0)",0.0,15003,False,True,True,10406,10424,22561,10406,10424,22561,10406,10424,22561,10406,10424,22561,10406,10424,22561,10406,10424,22561,10406,10424,22561,10406,10424,22561,70,toilet,furniture
15025,6053,train2017,"(0, 0, 0.033, 0.033)",0.0,15025,False,True,True,5640,25302,25680,5640,25302,25680,5640,25302,25680,5640,25302,25680,5640,25302,25680,5640,25302,25680,5640,25302,25680,5640,25302,25680,1,person,person
15128,36589,train2017,"(0, 0.33125, 0, 0)",0.0,15128,False,True,True,14611,25326,25470,14611,25326,25470,14611,25326,25470,14611,25326,25470,14611,25326,25470,14611,25326,25470,14611,25326,25470,14611,25326,25470,1,person,person
15364,37358,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,15364,False,True,True,13956,14026,16190,13956,14026,16190,13956,14026,16190,13956,14026,16190,13956,14026,16190,13956,14026,16190,13956,14026,16190,13956,14026,16190,10,traffic light,outdoor
15492,37779,train2017,"(0, 0, 0.125, 0.125)",0.0,15492,False,True,True,251,18413,26658,251,18413,26658,251,18413,26658,251,18413,26658,251,18413,26658,251,18413,26658,251,18413,26658,251,18413,26658,1,person,person
15506,37823,train2017,"(0, 0, 0.125, 0.125)",0.0,15506,False,True,True,5781,5919,16752,5781,5919,16752,5781,5919,16752,5781,5919,16752,5781,5919,16752,5781,5919,16752,5781,5919,16752,5781,5919,16752,20,sheep,animal
15793,300881,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,15793,False,True,True,5664,28525,29734,5664,28525,29734,5664,28525,29734,5664,28525,29734,5664,28525,29734,5664,28525,29734,5664,28525,29734,5664,28525,29734,1,person,person
15819,38801,train2017,"(0, 0, 0.165625, 0.165625)",0.0,15819,False,True,True,4325,4538,4784,4325,4538,4784,4325,4538,4784,4325,4538,4784,4325,4538,4784,4325,4538,4784,4325,4538,4784,4325,4538,4784,22,elephant,animal
15939,39196,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,15939,False,True,True,1320,3728,7749,1320,3728,7749,1320,3728,7749,1320,3728,7749,1320,3728,7749,1320,3728,7749,1320,3728,7749,1320,3728,7749,15,bench,outdoor
16063,225054,train2017,"(0, 0.25, 0, 0)",0.0,16063,False,True,True,7630,15306,23937,7630,15306,23937,7630,15306,23937,7630,15306,23937,7630,15306,23937,7630,15306,23937,7630,15306,23937,7630,15306,23937,1,person,person
16252,564465,train2017,"(0, 0, 0.125, 0.125)",0.0,16252,False,True,True,8486,8629,10247,8486,8629,10247,8486,8629,10247,8486,8629,10247,8486,8629,10247,8486,8629,10247,8486,8629,10247,8486,8629,10247,53,apple,food
16344,302588,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,16344,False,True,True,1250,3809,3818,1250,3809,3818,1250,3809,3818,1250,3809,3818,1250,3809,3818,1250,3809,3818,1250,3809,3818,1250,3809,3818,3,car,vehicle
16421,40685,train2017,"(0, 0, 0.125, 0.125)",0.0,16421,False,True,True,26512,26624,26956,26512,26624,26956,26512,26624,26956,26512,26624,26956,26512,26624,26956,26512,26624,26956,26512,26624,26956,26512,26624,26956,17,cat,animal
